Prob_N,Model_N,F1,F2,c,T,Sample,Obj_F,Total Solving Time (TST),CPLEX solving time (CST); ,Solv_Status,T_stage,DP Estimated Solving Time (DEST)
134,TPM,5600,6400,12,1000,2,63605001,212.1616974,170.3717761,optimal,-,-
134,TPM_m,5600,6400,12,1000,2,63605001,7.358962363,5.648610115,optimal,-,-
134,FAL,5600,6400,12,1000,2,63605001,333.813643,303.5502713,optimal,-,-
134,SHP,5600,6400,12,1000,2,63605001,146.6238492,128.3322279,optimal,-,-
134,weakl,5600,6400,12,1000,2,63619911,1817.434134,1513.945301,maxTimeLimit,14,1815.388124
134,envl,5600,6400,12,1000,2,63605001,1816.365907,1512.532516,maxTimeLimit,14,1814.718555
134,weakenvl,5600,6400,12,1000,2,63627111,1816.834052,1513.003745,maxTimeLimit,14,1815.903433
135,M_Agg,5600,6400,12,1000,3,63635127,1815.576738,1815.403723,maxTimeLimit,-,-
135,TPM,5600,6400,12,1000,3,63627121,322.5250223,278.9022605,optimal,-,-
135,TPM_m,5600,6400,12,1000,3,63627121,8.009529329,6.376375914,optimal,-,-
135,FAL,5600,6400,12,1000,3,63627121,312.2761264,282.9336412,optimal,-,-
135,SHP,5600,6400,12,1000,3,63627121,170.0478084,151.5210142,optimal,-,-
135,weakl,5600,6400,12,1000,3,63633899,1816.968592,1501.094229,maxTimeLimit,13,1814.002768
135,envl,5600,6400,12,1000,3,63677950.64,1812.906762,1496.068154,maxTimeLimit,13,1813.894879
135,weakenvl,5600,6400,12,1000,3,63675957.64,1814.777898,1497.959408,maxTimeLimit,13,1815.438123
136,M_Agg,5600,6400,12,1000,4,63627336,1818.581239,1817.601649,maxTimeLimit,-,-
136,TPM,5600,6400,12,1000,4,63627336,318.7628558,274.5056581,optimal,-,-
136,TPM_m,5600,6400,12,1000,4,63627336,9.11033523,7.521205664,optimal,-,-
136,FAL,5600,6400,12,1000,4,63627336,633.2231174,602.5416729,optimal,-,-
136,SHP,5600,6400,12,1000,4,63628202,150.4946449,131.7895908,optimal,-,-
136,weakl,5600,6400,12,1000,4,63633601,1815.238734,1508.715943,maxTimeLimit,13,1813.015431
136,envl,5600,6400,12,1000,4,63636421,1814.882996,1507.796757,maxTimeLimit,13,1814.882996
136,weakenvl,5600,6400,12,1000,4,63659209,1816.098348,1509.010057,maxTimeLimit,13,1816.098348
137,M_Agg,5600,6400,12,2000,1,127527264,1813.001586,1812.706306,maxTimeLimit,-,-
137,TPM,5600,6400,12,2000,1,NA,NA,NA,NA,-,-
137,TPM_m,5600,6400,12,2000,1,127509476,29.6942674,25.92156577,optimal,-,-
137,FAL,5600,6400,12,2000,1,NA,NA,NA,NA,-,-
137,SHP,5600,6400,12,2000,1,NA,NA,NA,NA,-,-
137,weakl,5600,6400,12,2000,1,127520183,1811.911036,1468.243833,maxTimeLimit,15,1812.019172
137,envl,5600,6400,12,2000,1,NA,NA,NA,NA,15,#DIV/0!
137,weakenvl,5600,6400,12,2000,1,NA,NA,NA,NA,15,#DIV/0!
138,M_Agg,5600,6400,12,2000,2,127969474,1812.425964,1812.129054,maxTimeLimit,-,-
138,TPM,5600,6400,12,2000,2,NA,NA,NA,NA,-,-
138,TPM_m,5600,6400,12,2000,2,127878063,38.81294063,34.98612499,optimal,-,-
138,FAL,5600,6400,12,2000,2,NA,NA,NA,NA,-,-
138,SHP,5600,6400,12,2000,2,NA,NA,NA,NA,-,-
138,weakl,5600,6400,12,2000,2,127935236,1811.89271,1468.78125,maxTimeLimit,14,1435.144473
138,envl,5600,6400,12,2000,2,NA,NA,NA,NA,14,304.3011022
138,weakenvl,5600,6400,12,2000,2,NA,NA,NA,NA,14,304.3107548
139,M_Agg,5600,6400,12,2000,3,127486019,1813.487529,1813.206129,maxTimeLimit,-,-
139,TPM,5600,6400,12,2000,3,NA,NA,NA,NA,-,-
139,TPM_m,5600,6400,12,2000,3,127467127,30.5159267,26.55995893,optimal,-,-
139,FAL,5600,6400,12,2000,3,NA,NA,NA,NA,-,-
139,SHP,5600,6400,12,2000,3,NA,NA,NA,NA,-,-
139,weakl,5600,6400,12,2000,3,127486623,1813.019244,1474.951013,maxTimeLimit,14,1058.272015
139,envl,5600,6400,12,2000,3,NA,NA,NA,NA,14,304.1965712
139,weakenvl,5600,6400,12,2000,3,NA,NA,NA,NA,14,304.3653609
140,M_Agg,5600,6400,12,2000,4,127485921,1812.837034,1812.552796,maxTimeLimit,-,-
140,TPM,5600,6400,12,2000,4,NA,NA,NA,NA,-,-
140,TPM_m,5600,6400,12,2000,4,127451462,34.1448898,30.43329048,optimal,-,-
140,FAL,5600,6400,12,2000,4,NA,NA,NA,NA,-,-
140,SHP,5600,6400,12,2000,4,NA,NA,NA,NA,-,-
140,weakl,5600,6400,12,2000,4,127496891,1811.253698,1499.456242,maxTimeLimit,14,681.0178755
140,envl,5600,6400,12,2000,4,NA,NA,NA,NA,14,304.1013024
140,weakenvl,5600,6400,12,2000,4,NA,NA,NA,NA,14,304.4988921
141,M_Agg,5600,6400,18,90,1,5687029,2.04419136,1.963438272,optimal,-,-
141,TPM,5600,6400,18,90,1,5687029,0.574995756,0.263091803,optimal,-,-
141,TPM_m,5600,6400,18,90,1,5687029,0.328904193,0.148246288,optimal,-,-
141,FAL,5600,6400,18,90,1,5687029,0.434527636,0.217921257,optimal,-,-
141,SHP,5600,6400,18,90,1,5687029,0.354547262,0.204746723,optimal,-,-
141,weakl,5600,6400,18,90,1,5687029,304.4122389,2.485094309,optimal,21,305.5607656
141,envl,5600,6400,18,90,1,5687029,304.3011022,2.321699619,optimal,21,305.397611
141,weakenvl,5600,6400,18,90,1,5687029,304.3107548,2.322450161,optimal,21,305.8055516
142,M_Agg,5600,6400,18,90,2,5757105,2.497724533,2.433401108,optimal,-,-
142,TPM,5600,6400,18,90,2,5757105,0.595778465,0.269878864,optimal,-,-
142,TPM_m,5600,6400,18,90,2,5757105,0.364169614,0.1813941,optimal,-,-
142,FAL,5600,6400,18,90,2,5757105,0.770072937,0.526385069,optimal,-,-
142,SHP,5600,6400,18,90,2,5757105,0.374337196,0.21743679,optimal,-,-
142,weakl,5600,6400,18,90,2,5757105,304.4028774,2.768429041,optimal,23,306.4788192
142,envl,5600,6400,18,90,2,5757105,304.0920402,2.325044155,optimal,23,306.310892
142,weakenvl,5600,6400,18,90,2,5757105,304.4199671,2.649971485,optimal,23,306.7915401
143,M_Agg,5600,6400,18,90,3,5574913,2.164674997,2.107706785,optimal,-,-
143,TPM,5600,6400,18,90,3,5574913,0.562110901,0.256104708,optimal,-,-
143,TPM_m,5600,6400,18,90,3,5574913,0.73883178,0.581257582,optimal,-,-
143,FAL,5600,6400,18,90,3,5574913,0.687203407,0.478168964,optimal,-,-
143,SHP,5600,6400,18,90,3,5574913,0.431123257,0.246895313,optimal,-,-
143,weakl,5600,6400,18,90,3,5574913,304.002687,1.709087372,optimal,23,308.6123407
143,envl,5600,6400,18,90,3,5574913,303.9107648,1.565122366,optimal,23,308.4612704
143,weakenvl,5600,6400,18,90,3,5574913,304.7659543,2.419723749,optimal,23,308.943745
144,M_Agg,5600,6400,18,90,4,5883014,2.301651478,2.238036871,optimal,-,-
144,TPM,5600,6400,18,90,4,5883014,0.555005312,0.249699354,optimal,-,-
144,TPM_m,5600,6400,18,90,4,5883014,0.319238532,0.150175333,optimal,-,-
144,FAL,5600,6400,18,90,4,5883014,0.463410139,0.230380297,optimal,-,-
144,SHP,5600,6400,18,90,4,5883014,0.38666749,0.233785391,optimal,-,-
144,weakl,5600,6400,18,90,4,5883014,309.4252589,2.60500598,optimal,21,311.7798332
144,envl,5600,6400,18,90,4,5883014,309.2865369,2.320552588,optimal,21,311.6752877
144,weakenvl,5600,6400,18,90,4,5883014,309.7255301,2.761190176,optimal,21,311.94405
145,M_Agg,5600,6400,18,100,1,6363129,2.598581553,2.523695707,optimal,-,-
145,TPM,5600,6400,18,100,1,6363129,0.675740719,0.305549622,optimal,-,-
145,TPM_m,5600,6400,18,100,1,6363129,0.35398683,0.168941736,optimal,-,-
145,FAL,5600,6400,18,100,1,6363129,0.513325691,0.241350889,optimal,-,-
145,SHP,5600,6400,18,100,1,6363129,0.406812906,0.217815399,optimal,-,-
145,weakl,5600,6400,18,100,1,6363129,308.0844535,2.435467005,optimal,17,312.8463598
145,envl,5600,6400,18,100,1,6363129,307.9542262,2.208275318,optimal,17,312.7406518
145,weakenvl,5600,6400,18,100,1,6363129,308.254709,2.508227587,optimal,17,312.9081331
146,M_Agg,5600,6400,18,100,2,6306861,2.464236975,2.405008078,optimal,-,-
146,TPM,5600,6400,18,100,2,6306861,0.663974762,0.273290873,optimal,-,-
146,TPM_m,5600,6400,18,100,2,6306861,0.356079761,0.15929842,optimal,-,-
146,FAL,5600,6400,18,100,2,6306861,0.805047035,0.543642521,optimal,-,-
146,SHP,5600,6400,18,100,2,6306861,0.421976328,0.241547585,optimal,-,-
146,weakl,5600,6400,18,100,2,6306861,312.9369632,2.647098064,optimal,18,314.9643728
146,envl,5600,6400,18,100,2,6306861,312.6935538,2.329982281,optimal,18,314.9008412
146,weakenvl,5600,6400,18,100,2,6306861,313.0287866,2.662082195,optimal,18,315.1076714
147,M_Agg,5600,6400,18,100,3,6354181,3.017821312,2.955827713,optimal,-,-
147,TPM,5600,6400,18,100,3,6354181,0.693287611,0.292678118,optimal,-,-
147,TPM_m,5600,6400,18,100,3,6354181,0.346391981,0.159132481,optimal,-,-
147,FAL,5600,6400,18,100,3,6354181,0.626540422,0.250379801,optimal,-,-
147,SHP,5600,6400,18,100,3,6354181,0.434499741,0.246476889,optimal,-,-
147,weakl,5600,6400,18,100,3,6354181,316.672657,2.660140991,optimal,19,316.6918801
147,envl,5600,6400,18,100,3,6354181,316.7668338,2.64602685,optimal,19,316.654119
147,weakenvl,5600,6400,18,100,3,6354181,316.7671743,2.640490532,optimal,19,316.8325923
148,M_Agg,5600,6400,18,100,4,6423182,2.479296684,2.422086716,optimal,-,-
148,TPM,5600,6400,18,100,4,6423182,0.656215429,0.280385971,optimal,-,-
148,TPM_m,5600,6400,18,100,4,6423182,0.526590834,0.339696407,optimal,-,-
148,FAL,5600,6400,18,100,4,6423182,0.503932953,0.237609148,optimal,-,-
148,SHP,5600,6400,18,100,4,6423182,0.450367451,0.258774042,optimal,-,-
148,weakl,5600,6400,18,100,4,6423182,313.6913656,2.842134476,optimal,19,313.6968357
148,envl,5600,6400,18,100,4,6423182,313.5479935,2.596515417,optimal,19,313.739756
148,weakenvl,5600,6400,18,100,4,6423182,313.5818628,2.634682417,optimal,19,313.8671925
149,M_Agg,5600,6400,18,120,1,7697512,3.420574427,3.347620964,optimal,-,-
149,TPM,5600,6400,18,120,1,7697512,1.068643808,0.469157696,optimal,-,-
149,TPM_m,5600,6400,18,120,1,7697512,0.451854179,0.203531981,optimal,-,-
149,FAL,5600,6400,18,120,1,7697512,0.816004038,0.357052565,optimal,-,-
149,SHP,5600,6400,18,120,1,7697512,0.73029232,0.309687138,optimal,-,-
149,weakl,5600,6400,18,120,1,7697512,316.5565054,3.480795622,optimal,14,315.7226422
149,envl,5600,6400,18,120,1,7697512,316.5949835,3.323904276,optimal,14,315.736891
149,weakenvl,5600,6400,18,120,1,7697512,317.0528621,3.794097662,optimal,14,315.9065459
150,M_Agg,5600,6400,18,120,2,7622612,2.825311184,2.754113913,optimal,-,-
150,TPM,5600,6400,18,120,2,7622612,1.011686325,0.45802474,optimal,-,-
150,TPM_m,5600,6400,18,120,2,7622612,0.480520777,0.230685472,optimal,-,-
150,FAL,5600,6400,18,120,2,7622612,0.753577709,0.291171551,optimal,-,-
150,SHP,5600,6400,18,120,2,7622612,0.522405624,0.29247427,optimal,-,-
150,weakl,5600,6400,18,120,2,7622612,319.8469926,2.942023277,optimal,15,316.2682073
150,envl,5600,6400,18,120,2,7622612,319.7066653,2.64147234,optimal,15,316.3712902
150,weakenvl,5600,6400,18,120,2,7622612,319.9284702,2.838303328,optimal,15,316.3380085
151,M_Agg,5600,6400,18,120,3,7751544,3.28488636,3.221161604,optimal,-,-
151,TPM,5600,6400,18,120,3,7751544,0.994826317,0.476917028,optimal,-,-
151,TPM_m,5600,6400,18,120,3,7751544,0.418893026,0.200076103,optimal,-,-
151,FAL,5600,6400,18,120,3,7751544,0.700285912,0.316802025,optimal,-,-
151,SHP,5600,6400,18,120,3,7751544,0.510326385,0.26961875,optimal,-,-
151,weakl,5600,6400,18,120,3,7751544,304.6924791,2.638726473,optimal,14,317.8799347
151,envl,5600,6400,18,120,3,7751544,305.1093814,2.860771418,optimal,14,319.2186709
151,weakenvl,5600,6400,18,120,3,7751544,304.905575,2.637227058,optimal,14,318.8754696
152,M_Agg,5600,6400,18,120,4,7795605,3.464329481,3.397980452,optimal,-,-
152,TPM,5600,6400,18,120,4,7795605,1.01304841,0.460329533,optimal,-,-
152,TPM_m,5600,6400,18,120,4,7795605,0.403562008,0.182807684,optimal,-,-
152,FAL,5600,6400,18,120,4,7795605,0.681349516,0.311875105,optimal,-,-
152,SHP,5600,6400,18,120,4,7795605,0.537133932,0.296003342,optimal,-,-
152,weakl,5600,6400,18,120,4,7795605,321.7945917,3.9643085,optimal,14,318.6526274
152,envl,5600,6400,18,120,4,7795605,321.5365337,3.603785992,optimal,14,320.1163486
152,weakenvl,5600,6400,18,120,4,7795605,321.7392762,3.804224253,optimal,14,319.6468721
153,M_Agg,5600,6400,18,150,1,9569224,3.648134708,3.580042839,optimal,-,-
153,TPM,5600,6400,18,150,1,9569224,1.481603861,0.539401054,optimal,-,-
153,TPM_m,5600,6400,18,150,1,9569224,0.773205407,0.470952034,optimal,-,-
153,FAL,5600,6400,18,150,1,9569224,1.053475618,0.455920935,optimal,-,-
153,SHP,5600,6400,18,150,1,9569224,0.909512281,0.559968948,optimal,-,-
153,weakl,5600,6400,18,150,1,9569224,318.7387659,3.709148645,optimal,12,317.5767709
153,envl,5600,6400,18,150,1,9569224,319.1325802,3.928062201,optimal,12,320.009792
153,weakenvl,5600,6400,18,150,1,9569224,318.7787126,3.576138735,optimal,12,319.3831574
154,M_Agg,5600,6400,18,150,2,9617244,4.094495535,4.02458787,optimal,-,-
154,TPM,5600,6400,18,150,2,9617244,1.541863441,0.603442192,optimal,-,-
154,TPM_m,5600,6400,18,150,2,9617244,0.522979276,0.250591993,optimal,-,-
154,FAL,5600,6400,18,150,2,9617244,1.186954975,0.479471922,optimal,-,-
154,SHP,5600,6400,18,150,2,9617244,0.831130743,0.480522156,optimal,-,-
154,weakl,5600,6400,18,150,2,9617244,326.293902,3.92462039,optimal,12,321.284079
154,envl,5600,6400,18,150,2,9617244,331.0961884,8.350243092,optimal,12,324.5139923
154,weakenvl,5600,6400,18,150,2,9617244,330.0783144,7.301344633,optimal,12,324.4483044
155,M_Agg,5600,6400,18,150,3,9715471,5.531075239,5.459718466,optimal,-,-
155,TPM,5600,6400,18,150,3,9715471,1.557054996,0.594846725,optimal,-,-
155,TPM_m,5600,6400,18,150,3,9715471,0.503711342,0.239892006,optimal,-,-
155,FAL,5600,6400,18,150,3,9715471,1.055240631,0.485906839,optimal,-,-
155,SHP,5600,6400,18,150,3,9715471,0.84489131,0.487468958,optimal,-,-
155,weakl,5600,6400,18,150,3,9715471,307.7832501,4.600566149,optimal,11,323.3787903
155,envl,5600,6400,18,150,3,9715471,308.7000924,5.310417891,optimal,11,326.1541112
155,weakenvl,5600,6400,18,150,3,9715471,307.991185,4.606462955,optimal,11,326.4051593
156,M_Agg,5600,6400,18,150,4,9718762,4.433584452,4.360554695,optimal,-,-
156,TPM,5600,6400,18,150,4,9718762,1.567914724,0.586783409,optimal,-,-
156,TPM_m,5600,6400,18,150,4,9718762,0.483162701,0.214839697,optimal,-,-
156,FAL,5600,6400,18,150,4,9718762,1.06948638,0.458459139,optimal,-,-
156,SHP,5600,6400,18,150,4,9718762,0.819773197,0.475260735,optimal,-,-
156,weakl,5600,6400,18,150,4,9718762,317.4911658,4.07209897,optimal,11,326.5145529
156,envl,5600,6400,18,150,4,9718762,321.1103069,7.361047745,optimal,11,328.8603138
156,weakenvl,5600,6400,18,150,4,9718762,320.6844177,6.950321436,optimal,11,329.3603371
157,M_Agg,5600,6400,18,200,1,12649487,10.71572495,10.63434911,optimal,-,-
157,TPM,5600,6400,18,200,1,12649487,2.556659222,1.00682044,optimal,-,-
157,TPM_m,5600,6400,18,200,1,12649487,0.74078516,0.268782616,optimal,-,-
157,FAL,5600,6400,18,200,1,12649487,2.010717392,0.771112442,optimal,-,-
157,SHP,5600,6400,18,200,1,12649487,1.432188988,0.792727232,optimal,-,-
157,weakl,5600,6400,18,200,1,12649487,333.5679979,6.313284159,optimal,10,336.1904706
157,envl,5600,6400,18,200,1,12649487,337.1493816,9.42789197,optimal,10,332.4321212
157,weakenvl,5600,6400,18,200,1,12649487,339.0393004,11.30562449,optimal,10,335.6807405
158,M_Agg,5600,6400,18,200,2,12821482,5.245616436,5.167863369,optimal,-,-
158,TPM,5600,6400,18,200,2,12821482,2.482762575,0.958091497,optimal,-,-
158,TPM_m,5600,6400,18,200,2,12821482,0.645411822,0.299402714,optimal,-,-
158,FAL,5600,6400,18,200,2,12821482,1.676988125,0.690249443,optimal,-,-
158,SHP,5600,6400,18,200,2,12821482,1.39619565,0.789797544,optimal,-,-
158,weakl,5600,6400,18,200,2,12821482,334.6727475,5.337376833,optimal,10,331.7976387
158,envl,5600,6400,18,200,2,12821482,337.6566638,7.569879055,optimal,10,333.5547452
158,weakenvl,5600,6400,18,200,2,12821482,337.9057342,7.827643156,optimal,10,330.43905
159,M_Agg,5600,6400,18,200,3,12809138,5.830272198,5.744579077,optimal,-,-
159,TPM,5600,6400,18,200,3,12809138,2.561968803,0.994687796,optimal,-,-
159,TPM_m,5600,6400,18,200,3,12809138,0.62228344,0.272469521,optimal,-,-
159,FAL,5600,6400,18,200,3,12809138,1.689677715,0.686489105,optimal,-,-
159,SHP,5600,6400,18,200,3,12809138,1.362102032,0.754571915,optimal,-,-
159,weakl,5600,6400,18,200,3,12809138,320.3263005,6.088166714,optimal,10,344.7805937
159,envl,5600,6400,18,200,3,12809138,319.5249027,4.925325394,optimal,10,343.6426633
159,weakenvl,5600,6400,18,200,3,12809138,319.811896,5.216960192,optimal,10,334.9841073
160,M_Agg,5600,6400,18,200,4,12873362,7.998246431,7.918733597,optimal,-,-
160,TPM,5600,6400,18,200,4,12873362,2.411759853,0.94067049,optimal,-,-
160,TPM_m,5600,6400,18,200,4,12873362,0.685907444,0.330832243,optimal,-,-
160,FAL,5600,6400,18,200,4,12873362,1.942465067,0.778146267,optimal,-,-
160,SHP,5600,6400,18,200,4,12873362,1.361022711,0.765325785,optimal,-,-
160,weakl,5600,6400,18,200,4,12873362,356.1948364,31.36144853,optimal,10,352.8824429
160,envl,5600,6400,18,200,4,12873362,335.3975367,10.17929053,optimal,10,351.8211779
160,weakenvl,5600,6400,18,200,4,12873362,345.9660315,20.75551057,optimal,10,347.6754095
161,M_Agg,5600,6400,18,300,1,19176912,15.12730145,15.04006004,optimal,-,-
161,TPM,5600,6400,18,300,1,19176912,5.848417521,2.51678443,optimal,-,-
161,TPM_m,5600,6400,18,300,1,19176912,0.901036913,0.377964735,optimal,-,-
161,FAL,5600,6400,18,300,1,19176912,3.973985672,1.664523125,optimal,-,-
161,SHP,5600,6400,18,300,1,19176912,3.021983385,1.634127855,optimal,-,-
161,weakl,5600,6400,18,300,1,19176912,315.9966704,13.61846399,optimal,9,354.4858907
161,envl,5600,6400,18,300,1,19176912,341.6398777,38.61398125,optimal,9,363.0984056
161,weakenvl,5600,6400,18,300,1,19176912,318.0725383,14.87370372,optimal,9,351.972166
162,M_Agg,5600,6400,18,300,2,19239341,13.56788325,13.47262025,optimal,-,-
162,TPM,5600,6400,18,300,2,19239341,5.772894144,2.219016552,optimal,-,-
162,TPM_m,5600,6400,18,300,2,19239341,0.882714389,0.357581854,optimal,-,-
162,FAL,5600,6400,18,300,2,19239341,4.259091854,1.480204821,optimal,-,-
162,SHP,5600,6400,18,300,2,19239341,2.994106531,1.612952709,optimal,-,-
162,weakl,5600,6400,18,300,2,19239341,386.6045676,41.84424639,optimal,10,395.5768605
162,envl,5600,6400,18,300,2,19239341,378.0083359,32.21323752,optimal,10,457.3497642
162,weakenvl,5600,6400,18,300,2,19239341,356.0859636,10.370929,optimal,10,529.4087325
163,M_Agg,5600,6400,18,300,3,19097753,11.98152065,11.89612174,optimal,-,-
163,TPM,5600,6400,18,300,3,19097753,5.890392303,2.217518568,optimal,-,-
163,TPM_m,5600,6400,18,300,3,19097753,0.878819187,0.351174355,optimal,-,-
163,FAL,5600,6400,18,300,3,19097753,3.997221947,1.459723711,optimal,-,-
163,SHP,5600,6400,18,300,3,19097753,3.369966984,1.701703548,optimal,-,-
163,weakl,5600,6400,18,300,3,19097753,352.7336973,12.10821009,optimal,10,468.7766683
163,envl,5600,6400,18,300,3,19097753,352.2389611,11.0699079,optimal,10,466.48543
163,weakenvl,5600,6400,18,300,3,19097753,370.5771045,29.40604377,optimal,10,613.3723661
164,M_Agg,5600,6400,18,300,4,19363345,26.88911724,26.80473042,optimal,-,-
164,TPM,5600,6400,18,300,4,19363345,6.024318218,2.110175848,optimal,-,-
164,TPM_m,5600,6400,18,300,4,19363345,0.90370845,0.368926764,optimal,-,-
164,FAL,5600,6400,18,300,4,19363345,3.892636299,1.600961685,optimal,-,-
164,SHP,5600,6400,18,300,4,19363345,3.439569712,1.61151433,optimal,-,-
164,weakl,5600,6400,18,300,4,19363345,362.6086274,9.067687035,optimal,11,488.1503162
164,envl,5600,6400,18,300,4,19363345,380.5064477,26.41501021,optimal,11,502.1282418
164,weakenvl,5600,6400,18,300,4,19363345,363.1530577,9.070862532,optimal,11,630.0094869
165,M_Agg,5600,6400,18,500,1,31968054,144.2226515,144.089572,optimal,-,-
165,TPM,5600,6400,18,500,1,31968054,17.01591825,6.111687899,optimal,-,-
165,TPM_m,5600,6400,18,500,1,31968054,1.573911575,0.586310863,optimal,-,-
165,FAL,5600,6400,18,500,1,31968054,11.29562354,4.306666374,optimal,-,-
165,SHP,5600,6400,18,500,1,31968054,9.269016981,4.970775366,optimal,-,-
165,weakl,5600,6400,18,500,1,31968054,480.3605496,107.9792807,optimal,10,756.5002416
165,envl,5600,6400,18,500,1,31968054,718.6453122,345.9277022,optimal,10,826.9735433
165,weakenvl,5600,6400,18,500,1,31968054,1027.818804,655.0600514,optimal,10,646.4345155
166,M_Agg,5600,6400,18,500,2,32076119,169.0674765,168.9150009,optimal,-,-
166,TPM,5600,6400,18,500,2,32076119,16.06031275,5.597669601,optimal,-,-
166,TPM_m,5600,6400,18,500,2,32076119,1.519736702,0.574375868,optimal,-,-
166,FAL,5600,6400,18,500,2,32076119,11.94205618,4.443329573,optimal,-,-
166,SHP,5600,6400,18,500,2,32076119,8.844721556,4.025147438,optimal,-,-
166,weakl,5600,6400,18,500,2,32076119,679.403799,375.7590122,optimal,9,1090.607362
166,envl,5600,6400,18,500,2,32076119,414.5509991,110.3132825,optimal,9,1101.609362
166,weakenvl,5600,6400,18,500,2,32076119,691.9404976,387.739316,optimal,9,844.3455711
167,M_Agg,5600,6400,18,500,3,32024687,92.49526215,92.38091087,optimal,-,-
167,TPM,5600,6400,18,500,3,32024687,15.67144036,5.325396299,optimal,-,-
167,TPM_m,5600,6400,18,500,3,32024687,1.513278249,0.576120138,optimal,-,-
167,FAL,5600,6400,18,500,3,32024687,11.40697479,4.7659657,optimal,-,-
167,SHP,5600,6400,18,500,3,32024687,10.51302218,6.380250931,optimal,-,-
167,weakl,5600,6400,18,500,3,32024687,430.2282886,75.74534941,optimal,11,1374.923938
167,envl,5600,6400,18,500,3,32024687,494.8102083,139.5369675,optimal,11,1450.807102
167,weakenvl,5600,6400,18,500,3,32024687,437.1255879,81.84914684,optimal,11,1125.69724
168,M_Agg,5600,6400,18,500,4,31868983,1813.897013,1813.784399,maxTimeLimit,-,-
168,TPM,5600,6400,18,500,4,31868565,15.26065469,5.210912704,optimal,-,-
168,TPM_m,5600,6400,18,500,4,31868565,1.501300449,0.583053589,optimal,-,-
168,FAL,5600,6400,18,500,4,31868565,11.7035625,4.899492979,optimal,-,-
168,SHP,5600,6400,18,500,4,31868565,9.809856176,5.677186728,optimal,-,-
168,weakl,5600,6400,18,500,4,31868565,1436.008329,1084.433921,optimal,10,1722.017478
168,envl,5600,6400,18,500,4,31868565,1679.887653,1327.97349,optimal,10,1781.433333
168,weakenvl,5600,6400,18,500,4,31868565,428.8531721,76.94128203,optimal,10,1470.587688
169,M_Agg,5600,6400,18,1000,1,63992639,1821.099567,1820.921332,maxTimeLimit,-,-
169,TPM,5600,6400,18,1000,1,63985457,71.2186563,26.97070599,optimal,-,-
169,TPM_m,5600,6400,18,1000,1,63985457,3.251399589,1.182627916,optimal,-,-
169,FAL,5600,6400,18,1000,1,63985457,114.9502094,86.24664497,optimal,-,-
169,SHP,5600,6400,18,1000,1,63985457,57.07563257,38.73759198,optimal,-,-
169,weakl,5600,6400,18,1000,1,63992639,1816.789033,1440.087394,maxTimeLimit,10,1816.583172
169,envl,5600,6400,18,1000,1,64047570,1817.188589,1439.472613,maxTimeLimit,10,1816.469275
169,weakenvl,5600,6400,18,1000,1,64038856,1819.463027,1441.704494,maxTimeLimit,10,1818.21012
170,M_Agg,5600,6400,18,1000,2,63732176,1814.657717,1814.488546,maxTimeLimit,-,-
170,TPM,5600,6400,18,1000,2,63732176,66.69440961,25.50274658,optimal,-,-
170,TPM_m,5600,6400,18,1000,2,63732176,3.097280957,1.182462215,optimal,-,-
170,FAL,5600,6400,18,1000,2,63732176,114.9720666,87.17983007,optimal,-,-
170,SHP,5600,6400,18,1000,2,63732176,56.6020782,35.68635726,optimal,-,-
170,weakl,5600,6400,18,1000,2,63763638,1816.670102,1494.463913,maxTimeLimit,10,1815.646055
170,envl,5600,6400,18,1000,2,63732176,1811.341956,1488.544812,maxTimeLimit,10,1815.581313
170,weakenvl,5600,6400,18,1000,2,63754767,1817.347172,1494.457093,maxTimeLimit,10,1816.782298
171,M_Agg,5600,6400,18,1000,3,64078912,1817.762534,1817.58007,maxTimeLimit,-,-
171,TPM,5600,6400,18,1000,3,64074231,66.87135339,24.71686339,optimal,-,-
171,TPM_m,5600,6400,18,1000,3,64074231,3.1836038,1.198773146,optimal,-,-
171,FAL,5600,6400,18,1000,3,64074231,118.4673049,87.78688955,optimal,-,-
171,SHP,5600,6400,18,1000,3,64074231,58.80082536,37.49333739,optimal,-,-
171,weakl,5600,6400,18,1000,3,64078029,1818.602447,1507.675948,maxTimeLimit,9,1814.853148
171,envl,5600,6400,18,1000,3,64082210,1817.315132,1505.921211,maxTimeLimit,9,1816.237909
171,weakenvl,5600,6400,18,1000,3,64082710,1816.687382,1505.304047,maxTimeLimit,9,1815.909739
172,M_Agg,5600,6400,18,1000,4,63544249,1817.320057,1817.143103,maxTimeLimit,-,-
172,TPM,5600,6400,18,1000,4,63524586,69.22702956,25.54477429,optimal,-,-
172,TPM_m,5600,6400,18,1000,4,63524586,3.173840985,1.219702959,optimal,-,-
172,FAL,5600,6400,18,1000,4,63524586,117.2184455,86.79618192,optimal,-,-
172,SHP,5600,6400,18,1000,4,63524586,57.24824238,38.91526651,optimal,-,-
172,weakl,5600,6400,18,1000,4,63524586,1814.271105,1459.6398,maxTimeLimit,10,1813.815158
172,envl,5600,6400,18,1000,4,63562002,1820.031423,1464.8901,maxTimeLimit,10,1815.867638
172,weakenvl,5600,6400,18,1000,4,63588192,1819.3429,1464.200887,maxTimeLimit,10,1815.098954
173,M_Agg,5600,6400,18,2000,1,127923207,1815.244974,1814.925357,maxTimeLimit,-,-
173,TPM,5600,6400,18,2000,1,127858351,337.9258218,147.1540701,optimal,-,-
