Prob_N,Model_N,F1,F2,c,T,Sample,Obj_F,Total Solving Time (TST),CPLEX solving time (CST); ,Solv_Status,T_stage,DP Estimated Solving Time (DEST)
10,weakl,2400,2800,2,120,2,8248900,67.39463797,5.329753637,optimal,72,82.09766108
10,envl,2400,2800,2,120,2,8248900,66.50439778,4.41305089,optimal,72,99.91517258
10,weakenvl,2400,2800,2,120,2,8248900,68.0675396,5.919926643,optimal,72,88.9259497
11,M_Agg,2400,2800,2,120,3,8373760,37.60887623,37.55282068,optimal,-,-
11,TPM,2400,2800,2,120,3,8373760,1866.059316,1865.502383,maxTimeLimit,-,-
11,TPM_m,2400,2800,2,120,3,8373759.999,323.0099167,322.8593023,optimal,-,-
11,FAL,2400,2800,2,120,3,8376381,1843.465218,1843.053109,maxTimeLimit,-,-
11,SHP,2400,2800,2,120,3,8373760,1819.131077,1818.859277,maxTimeLimit,-,-
11,weakl,2400,2800,2,120,3,8373760,75.48915474,10.18557382,optimal,72,91.69862834
11,envl,2400,2800,2,120,3,8373760,125.5762276,60.22815895,optimal,72,119.0429221
11,weakenvl,2400,2800,2,120,3,8373760,74.37904112,9.003948927,optimal,72,98.65044639
12,M_Agg,2400,2800,2,120,4,8331567,4.61675787,4.567414761,optimal,-,-
12,TPM,2400,2800,2,120,4,8331567,1818.361238,1817.820553,maxTimeLimit,-,-
12,TPM_m,2400,2800,2,120,4,8331567,37.37083722,37.24416375,optimal,-,-
12,FAL,2400,2800,2,120,4,8331567,1804.550375,1804.154006,maxTimeLimit,-,-
12,SHP,2400,2800,2,120,4,8331567,1819.211562,1818.941539,maxTimeLimit,-,-
12,weakl,2400,2800,2,120,4,8331567,68.65792105,5.72615242,optimal,72,109.7723821
12,envl,2400,2800,2,120,4,8331567,69.46913574,6.494474649,optimal,72,135.2460668
12,weakenvl,2400,2800,2,120,4,8332093.974,68.42070887,5.421159983,optimal,72,119.0276743
13,M_Agg,2400,2800,2,150,1,10538980,24.25855422,24.20174432,optimal,-,-
13,TPM,2400,2800,2,150,1,10538980,1853.446116,1852.611458,maxTimeLimit,-,-
13,TPM_m,2400,2800,2,150,1,10538980,916.5926981,916.4302242,optimal,-,-
13,FAL,2400,2800,2,150,1,10538980,1809.375791,1808.73329,maxTimeLimit,-,-
13,SHP,2400,2800,2,150,1,10538980,1813.466286,1813.084067,maxTimeLimit,-,-
13,weakl,2400,2800,2,150,1,10538980,116.8489306,14.0435946,optimal,90,126.4163725
13,envl,2400,2800,2,150,1,10538980,138.1109292,35.24865294,optimal,90,279.2699761
13,weakenvl,2400,2800,2,150,1,10538980,144.8365092,41.93126678,optimal,90,150.315914
14,M_Agg,2400,2800,2,150,2,10682401,29.43293834,29.38017535,optimal,-,-
14,TPM,2400,2800,2,150,2,10682401,1831.499512,1830.668361,maxTimeLimit,-,-
14,TPM_m,2400,2800,2,150,2,10682401,511.3009855,511.14693,optimal,-,-
14,FAL,2400,2800,2,150,2,10682401,1816.784213,1816.174815,maxTimeLimit,-,-
14,SHP,2400,2800,2,150,2,10682401,1818.673719,1818.289393,maxTimeLimit,-,-
14,weakl,2400,2800,2,150,2,10682401,105.798507,14.67792106,optimal,90,172.9682751
14,envl,2400,2800,2,150,2,10682401,143.0153959,51.8119278,optimal,90,697.0033595
14,weakenvl,2400,2800,2,150,2,10683202,106.9655264,15.7320385,optimal,90,203.8481905
15,M_Agg,2400,2800,2,150,3,10433011,103.9948163,103.9355285,optimal,-,-
15,TPM,2400,2800,2,150,3,10451170,1844.748996,1843.921735,maxTimeLimit,-,-
15,TPM_m,2400,2800,2,150,3,10433011,1805.542359,1805.386528,maxTimeLimit,-,-
15,FAL,2400,2800,2,150,3,10443550,1851.834747,1851.093189,maxTimeLimit,-,-
15,SHP,2400,2800,2,150,3,10433011,1820.744944,1820.34795,maxTimeLimit,-,-
15,weakl,2400,2800,2,150,3,10433011,147.78417,49.85483527,optimal,90,211.2966679
15,envl,2400,2800,2,150,3,10433011,190.3888061,92.30876756,optimal,90,1112.574884
15,weakenvl,2400,2800,2,150,3,10433011,155.8879526,57.82644105,optimal,90,255.7014085
16,M_Agg,2400,2800,2,150,4,10433706,242.7359169,242.6722054,optimal,-,-
16,TPM,2400,2800,2,150,4,10436212,1848.20867,1847.376785,maxTimeLimit,-,-
16,TPM_m,2400,2800,2,150,4,10433706,1808.60232,1808.447081,maxTimeLimit,-,-
16,FAL,2400,2800,2,150,4,10436212,1877.805545,1877.167354,maxTimeLimit,-,-
16,SHP,2400,2800,2,150,4,10458725,1822.621233,1822.23493,maxTimeLimit,-,-
16,weakl,2400,2800,2,150,4,10433706,135.2338824,30.50354838,optimal,90,229.4021614
16,envl,2400,2800,2,150,4,10433706,645.564773,540.6540542,optimal,90,1248.764311
16,weakenvl,2400,2800,2,150,4,10434310,193.5736677,88.66742229,optimal,90,276.57125
17,M_Agg,2400,2800,2,200,1,13934206,1814.561228,1814.491404,maxTimeLimit,-,-
17,TPM,2400,2800,2,200,1,13944341,1828.259278,1826.770281,maxTimeLimit,-,-
17,TPM_m,2400,2800,2,200,1,13935793,1810.609863,1810.415328,maxTimeLimit,-,-
17,FAL,2400,2800,2,200,1,13966705,1846.076719,1844.992055,maxTimeLimit,-,-
17,SHP,2400,2800,2,200,1,13934206,1816.58622,1815.979338,maxTimeLimit,-,-
17,weakl,2400,2800,2,200,1,13934206,303.056541,119.8728573,optimal,120,280.4784953
17,envl,2400,2800,2,200,1,13934206,1809.044463,1625.613145,maxTimeLimit,120,1541.816527
17,weakenvl,2400,2800,2,200,1,13934206,358.9656153,175.5198991,optimal,120,325.5410991
18,M_Agg,2400,2800,2,200,2,14018174,1804.353097,1804.249204,maxTimeLimit,-,-
18,TPM,2400,2800,2,200,2,14018174,1836.870951,1835.270553,maxTimeLimit,-,-
18,TPM_m,2400,2800,2,200,2,14018174,1813.153033,1812.923143,maxTimeLimit,-,-
18,FAL,2400,2800,2,200,2,14018174,1810.421051,1809.414129,maxTimeLimit,-,-
18,SHP,2400,2800,2,200,2,14020291,1815.136839,1814.530637,maxTimeLimit,-,-
18,weakl,2400,2800,2,200,2,14018174,259.1120782,74.24049187,optimal,120,655.9766235
18,envl,2400,2800,2,200,2,14018174,1805.301492,1620.167586,maxTimeLimit,120,1545.110737
18,weakenvl,2400,2800,2,200,2,14018174,314.3783984,129.2003686,optimal,120,686.8901019
19,M_Agg,2400,2800,2,200,3,14067117,262.5629311,262.4981017,optimal,-,-
19,TPM,2400,2800,2,200,3,14068492,1821.722974,1820.119721,maxTimeLimit,-,-
19,TPM_m,2400,2800,2,200,3,14067117,1812.437255,1812.25897,maxTimeLimit,-,-
19,FAL,2400,2800,2,200,3,14067117,1810.457967,1809.373709,maxTimeLimit,-,-
19,SHP,2400,2800,2,200,3,14067117,1811.821093,1811.171186,maxTimeLimit,-,-
19,weakl,2400,2800,2,200,3,14067117,220.2061442,42.86737299,optimal,120,1048.330124
19,envl,2400,2800,2,200,3,14067117,735.1465157,557.5803685,optimal,120,1547.45015
19,weakenvl,2400,2800,2,200,3,14067117,239.3673188,61.70351624,optimal,120,1061.823167
20,M_Agg,2400,2800,2,200,4,14150181,1815.917758,1815.850477,maxTimeLimit,-,-
20,TPM,2400,2800,2,200,4,14150181,1840.287212,1838.663472,maxTimeLimit,-,-
20,TPM_m,2400,2800,2,200,4,14150181,1811.923143,1811.739104,maxTimeLimit,-,-
20,FAL,2400,2800,2,200,4,14150181,1821.746711,1820.712211,maxTimeLimit,-,-
20,SHP,2400,2800,2,200,4,14156767,1815.059272,1814.463142,maxTimeLimit,-,-
20,weakl,2400,2800,2,200,4,14150181,339.5392176,158.3569176,optimal,120,1449.679039
20,envl,2400,2800,2,200,4,14150181,1817.773637,1636.282279,maxTimeLimit,120,1821.715775
20,weakenvl,2400,2800,2,200,4,14150181,389.4530641,207.9138875,optimal,120,1453.794615
21,M_Agg,2400,2800,2,300,1,21054557,1833.390383,1833.309877,maxTimeLimit,-,-
21,TPM,2400,2800,2,300,1,21054557,1928.805588,1925.494137,maxTimeLimit,-,-
21,TPM_m,2400,2800,2,300,1,21054557,1814.039701,1813.791898,maxTimeLimit,-,-
21,FAL,2400,2800,2,300,1,21066117,1853.171484,1850.709857,maxTimeLimit,-,-
21,SHP,2400,2800,2,300,1,21063030,1809.926573,1808.20266,maxTimeLimit,-,-
21,weakl,2400,2800,2,300,1,21054557,1805.049054,1504.203936,maxTimeLimit,110,1816.83442
21,envl,2400,2800,2,300,1,21054557,1822.221301,1520.890819,maxTimeLimit,110,1822.228516
21,weakenvl,2400,2800,2,300,1,21054557,1804.361626,1502.965641,maxTimeLimit,110,1808.764524
22,M_Agg,2400,2800,2,300,2,21181442,1827.852324,1827.772229,maxTimeLimit,-,-
22,TPM,2400,2800,2,300,2,21181217,1822.406689,1819.29143,maxTimeLimit,-,-
22,TPM_m,2400,2800,2,300,2,21176802,1812.242371,1811.984849,maxTimeLimit,-,-
22,FAL,2400,2800,2,300,2,21200722,1813.926815,1811.64324,maxTimeLimit,-,-
22,SHP,2400,2800,2,300,2,21187886,1810.910483,1809.532736,maxTimeLimit,-,-
22,weakl,2400,2800,2,300,2,21181442,1828.526079,1524.912225,maxTimeLimit,106,1385.382657
22,envl,2400,2800,2,300,2,21176802,1814.659147,1510.433919,maxTimeLimit,106,1386.617774
22,weakenvl,2400,2800,2,300,2,21176802,1814.110658,1509.857997,maxTimeLimit,106,1377.522679
23,M_Agg,2400,2800,2,300,3,21031649,1841.543361,1841.440807,maxTimeLimit,-,-
23,TPM,2400,2800,2,300,3,21031150,1953.049361,1949.743439,maxTimeLimit,-,-
23,TPM_m,2400,2800,2,300,3,21042294,1812.956931,1812.689504,maxTimeLimit,-,-
23,FAL,2400,2800,2,300,3,21036609,1832.698407,1830.424285,maxTimeLimit,-,-
23,SHP,2400,2800,2,300,3,21042938,1810.316702,1808.92587,maxTimeLimit,-,-
23,weakl,2400,2800,2,300,3,21040564,1825.601807,1522.253692,maxTimeLimit,108,947.4380243
23,envl,2400,2800,2,300,3,21029233,1832.209014,1528.480151,maxTimeLimit,108,952.0785751
23,weakenvl,2400,2800,2,300,3,21030963,1807.25311,1503.464439,maxTimeLimit,108,943.3890021
24,M_Agg,2400,2800,2,300,4,21024974,1824.850456,1824.768623,maxTimeLimit,-,-
24,TPM,2400,2800,2,300,4,21024195,1864.429793,1861.231613,maxTimeLimit,-,-
24,TPM_m,2400,2800,2,300,4,21025196,1812.098464,1811.844298,maxTimeLimit,-,-
24,FAL,2400,2800,2,300,4,21026226,1846.019878,1843.719582,maxTimeLimit,-,-
24,SHP,2400,2800,2,300,4,21036290,1808.496519,1807.042876,maxTimeLimit,-,-
24,weakl,2400,2800,2,300,4,21025273,1808.16074,1507.778179,maxTimeLimit,110,509.2437612
24,envl,2400,2800,2,300,4,21021783,1819.824604,1518.931289,maxTimeLimit,110,512.1509788
24,weakenvl,2400,2800,2,300,4,21026226,1809.3327,1508.379454,maxTimeLimit,110,509.8774925
25,M_Agg,2400,2800,3,90,1,4909605,1.753206968,1.695901632,optimal,-,-
25,TPM,2400,2800,3,90,1,4909605,15.02231693,14.70459914,optimal,-,-
25,TPM_m,2400,2800,3,90,1,4909605,4.8884334,4.783152819,optimal,-,-
25,FAL,2400,2800,3,90,1,4909605,40.30850267,40.07311225,optimal,-,-
25,SHP,2400,2800,3,90,1,4909605,36.07927704,35.92545843,optimal,-,-
25,weakl,2400,2800,3,90,1,4909605,79.24200255,1.717738152,optimal,54,74.95563307
25,envl,2400,2800,3,90,1,4909605,79.77832992,2.219714165,optimal,54,75.145035
25,weakenvl,2400,2800,3,90,1,4909605,79.39424688,1.825616121,optimal,54,75.43433615
26,M_Agg,2400,2800,3,90,2,5096656,2.336058617,2.283174276,optimal,-,-
26,TPM,2400,2800,3,90,2,5096656,20.18357563,19.86914206,optimal,-,-
26,TPM_m,2400,2800,3,90,2,5096656,6.818671479,6.723795176,optimal,-,-
26,FAL,2400,2800,3,90,2,5096656,157.0416064,156.8254042,optimal,-,-
26,SHP,2400,2800,3,90,2,5096656,146.8349631,146.678508,optimal,-,-
26,weakl,2400,2800,3,90,2,5096656,76.74754731,3.012075424,optimal,54,79.54205256
26,envl,2400,2800,3,90,2,5096656,76.50235263,2.734069347,optimal,54,79.73131936
26,weakenvl,2400,2800,3,90,2,5096656,77.57595174,3.796854019,optimal,54,80.05446136
27,M_Agg,2400,2800,3,90,3,5100160,1.90423727,1.861115932,optimal,-,-
27,TPM,2400,2800,3,90,3,5100160,15.92218542,15.57181478,optimal,-,-
27,TPM_m,2400,2800,3,90,3,5100160,4.394268245,4.305480719,optimal,-,-
27,FAL,2400,2800,3,90,3,5100160,621.3850596,621.1528406,optimal,-,-
27,SHP,2400,2800,3,90,3,5100160,61.12304521,60.96065211,optimal,-,-
27,weakl,2400,2800,3,90,3,5100160,72.8247549,2.465662241,optimal,54,84.25405488
27,envl,2400,2800,3,90,3,5100160,72.49862903,2.108962059,optimal,54,84.70874546
27,weakenvl,2400,2800,3,90,3,5100160,73.20707172,2.808349848,optimal,54,84.71907578
28,M_Agg,2400,2800,3,90,4,4985023,2.66428709,2.617829323,optimal,-,-
28,TPM,2400,2800,3,90,4,4985023,18.53063512,18.21017814,optimal,-,-
28,TPM_m,2400,2800,3,90,4,4985023,7.034019662,6.937261581,optimal,-,-
28,FAL,2400,2800,3,90,4,4985023,131.1480238,130.9099662,optimal,-,-
28,SHP,2400,2800,3,90,4,4985023,180.6027224,180.4246531,optimal,-,-
28,weakl,2400,2800,3,90,4,4985075,71.00822752,2.354863882,optimal,54,88.48738207
28,envl,2400,2800,3,90,4,4985023,71.80082839,3.129617691,optimal,54,89.96732279
28,weakenvl,2400,2800,3,90,4,4985023,71.56007427,2.884531021,optimal,54,88.98482313
29,M_Agg,2400,2800,3,100,1,5560226,2.135762215,2.091297626,optimal,-,-
29,TPM,2400,2800,3,100,1,5560226,20.77744365,20.35443592,optimal,-,-
29,TPM_m,2400,2800,3,100,1,5560226,5.271710567,5.166508436,optimal,-,-
29,FAL,2400,2800,3,100,1,5560226,1824.742878,1824.337629,maxTimeLimit,-,-
29,SHP,2400,2800,3,100,1,5560226,141.616339,141.4296081,optimal,-,-
29,weakl,2400,2800,3,100,1,5560226,97.58768052,2.68265295,optimal,60,96.42113365
29,envl,2400,2800,3,100,1,5560226,98.12346739,3.179877758,optimal,60,97.74088706
29,weakenvl,2400,2800,3,100,1,5560226,97.8747477,2.921239614,optimal,60,96.75620832
30,M_Agg,2400,2800,3,100,2,5693716,3.080906868,3.027151108,optimal,-,-
30,TPM,2400,2800,3,100,2,5693716,50.96513844,50.5610671,optimal,-,-
30,TPM_m,2400,2800,3,100,2,5693716,7.74364583,7.647551775,optimal,-,-
30,FAL,2400,2800,3,100,2,5693716,269.885999,269.6230795,optimal,-,-
30,SHP,2400,2800,3,100,2,5693716,1345.237407,1345.043715,optimal,-,-
30,weakl,2400,2800,3,100,2,5693716,95.5955566,3.805714846,optimal,60,103.9771896
30,envl,2400,2800,3,100,2,5693716,96.41205702,4.587524414,optimal,60,124.023295
30,weakenvl,2400,2800,3,100,2,5693716,96.23440943,4.394849777,optimal,60,105.7339921
31,M_Agg,2400,2800,3,100,3,5654253,5.370209694,5.325231552,optimal,-,-
31,TPM,2400,2800,3,100,3,5654253,84.98674297,84.57662964,optimal,-,-
31,TPM_m,2400,2800,3,100,3,5654253,8.355421821,8.252968073,optimal,-,-
31,FAL,2400,2800,3,100,3,5654253,1857.898104,1857.622725,maxTimeLimit,-,-
31,SHP,2400,2800,3,100,3,5654253,1262.079381,1261.893803,optimal,-,-
31,weakl,2400,2800,3,100,3,5654253,89.75806365,2.849407673,optimal,60,113.6314274
31,envl,2400,2800,3,100,3,5654253,93.53293834,6.58822608,optimal,60,136.7568092
31,weakenvl,2400,2800,3,100,3,5654253,90.27006111,3.316003799,optimal,60,115.8003454
32,M_Agg,2400,2800,3,100,4,5685316,1.851827145,1.802242041,optimal,-,-
32,TPM,2400,2800,3,100,4,5685316,17.33677363,16.97264004,optimal,-,-
32,TPM_m,2400,2800,3,100,4,5685316,4.990436622,4.891373396,optimal,-,-
32,FAL,2400,2800,3,100,4,5685316,88.34181452,88.07869959,optimal,-,-
32,SHP,2400,2800,3,100,4,5685316,225.799006,225.6169713,optimal,-,-
32,weakl,2400,2800,3,100,4,5685316,102.7432338,2.888413668,optimal,60,123.7683094
32,envl,2400,2800,3,100,4,5685316,102.8950855,3.011906147,optimal,60,146.7339205
32,weakenvl,2400,2800,3,100,4,5685316,102.645615,2.726672888,optimal,60,125.927736
33,M_Agg,2400,2800,3,120,1,6884439,35.68321776,35.62752318,optimal,-,-
33,TPM,2400,2800,3,120,1,6886109,1834.346158,1833.841875,maxTimeLimit,-,-
33,TPM_m,2400,2800,3,120,1,6884439,89.00979281,88.89401388,optimal,-,-
33,FAL,2400,2800,3,120,1,6884439,1875.410382,1875.031364,maxTimeLimit,-,-
33,SHP,2400,2800,3,120,1,6884438.998,1819.459225,1819.193412,maxTimeLimit,-,-
33,weakl,2400,2800,3,120,1,6884439,127.8119044,7.668987989,optimal,72,132.6659994
33,envl,2400,2800,3,120,1,6884439,203.253099,82.98331904,optimal,72,158.4406072
33,weakenvl,2400,2800,3,120,1,6884439,133.7858827,13.49945855,optimal,72,135.1728698
34,M_Agg,2400,2800,3,120,2,6826155,21.26118922,21.20603728,optimal,-,-
34,TPM,2400,2800,3,120,2,6826155,262.3881266,261.8953745,optimal,-,-
34,TPM_m,2400,2800,3,120,2,6826155,41.007227,40.8878808,optimal,-,-
34,FAL,2400,2800,3,120,2,6830846,1858.879643,1858.500656,maxTimeLimit,-,-
34,SHP,2400,2800,3,120,2,6830846,1819.508657,1819.237976,maxTimeLimit,-,-
34,weakl,2400,2800,3,120,2,6826155,134.2125075,9.964785337,optimal,72,152.585697
34,envl,2400,2800,3,120,2,6826155,147.3461141,23.05418301,optimal,72,160.0915926
34,weakenvl,2400,2800,3,120,2,6826155,136.4998228,12.14584875,optimal,72,155.4637792
35,M_Agg,2400,2800,3,120,3,6666415,4.918414831,4.866936207,optimal,-,-
35,TPM,2400,2800,3,120,3,6666415,59.80310559,59.30141187,optimal,-,-
35,TPM_m,2400,2800,3,120,3,6666415,10.57500898,10.45310163,optimal,-,-
35,FAL,2400,2800,3,120,3,6666415,1878.979095,1878.613671,maxTimeLimit,-,-
35,SHP,2400,2800,3,120,3,6666414.999,1820.12963,1819.88259,maxTimeLimit,-,-
35,weakl,2400,2800,3,120,3,6666415,130.3055917,4.020714045,optimal,72,173.2511161
35,envl,2400,2800,3,120,3,6666415,133.4413833,7.103886604,optimal,72,189.0156128
35,weakenvl,2400,2800,3,120,3,6666415,130.7796234,4.418035746,optimal,72,175.9282942
36,M_Agg,2400,2800,3,120,4,6631603,15.41284466,15.36689734,optimal,-,-
36,TPM,2400,2800,3,120,4,6631603,118.3670719,117.8462253,optimal,-,-
36,TPM_m,2400,2800,3,120,4,6631603,9.814913396,9.700402021,optimal,-,-
36,FAL,2400,2800,3,120,4,6631603,1829.695497,1829.28332,maxTimeLimit,-,-
36,SHP,2400,2800,3,120,4,6631602.999,1818.269902,1818.009893,maxTimeLimit,-,-
36,weakl,2400,2800,3,120,4,6631603,138.3339941,5.578213215,optimal,72,191.7008461
36,envl,2400,2800,3,120,4,6631603,149.7218322,16.88790131,optimal,72,218.1540738
36,weakenvl,2400,2800,3,120,4,6631603,139.6261501,6.767347336,optimal,72,196.9537155
37,M_Agg,2400,2800,3,150,1,8278202,3.799876213,3.748260736,optimal,-,-
37,TPM,2400,2800,3,150,1,8278202,106.8003178,105.977113,optimal,-,-
37,TPM_m,2400,2800,3,150,1,8278202,12.54182934,12.41264367,optimal,-,-
37,FAL,2400,2800,3,150,1,8278202,1860.050499,1859.477099,maxTimeLimit,-,-
37,SHP,2400,2800,3,150,1,8278202,1818.785832,1818.434779,maxTimeLimit,-,-
37,weakl,2400,2800,3,150,1,8278202,207.4906948,7.918886185,optimal,90,211.7334638
37,envl,2400,2800,3,150,1,8278202,209.8570407,10.17329764,optimal,90,244.7785403
37,weakenvl,2400,2800,3,150,1,8278202,214.9495206,15.21203732,optimal,90,219.7286524
38,M_Agg,2400,2800,3,150,2,8447781,12.93572569,12.88546228,optimal,-,-
38,TPM,2400,2800,3,150,2,8447781,137.8524566,137.0748312,optimal,-,-
38,TPM_m,2400,2800,3,150,2,8447781,14.73785364,14.58873272,optimal,-,-
38,FAL,2400,2800,3,150,2,8447781,1855.889395,1855.269515,maxTimeLimit,-,-
38,SHP,2400,2800,3,150,2,8447781,1821.43823,1821.066283,maxTimeLimit,-,-
38,weakl,2400,2800,3,150,2,8447781,216.8741838,11.36672044,optimal,90,247.2591909
38,envl,2400,2800,3,150,2,8447781,263.0421952,57.4152925,optimal,90,295.5968439
38,weakenvl,2400,2800,3,150,2,8447781,218.3578829,12.7020638,optimal,90,259.9333575
39,M_Agg,2400,2800,3,150,3,8361105,31.01578307,30.96375656,optimal,-,-
39,TPM,2400,2800,3,150,3,8361105,529.2142291,528.410851,optimal,-,-
39,TPM_m,2400,2800,3,150,3,8361105,55.96591849,55.809659,optimal,-,-
39,FAL,2400,2800,3,150,3,8361105,1845.900783,1845.278129,maxTimeLimit,-,-
39,SHP,2400,2800,3,150,3,8361105,1818.528638,1818.168034,maxTimeLimit,-,-
39,weakl,2400,2800,3,150,3,8361105,204.1045116,13.76825666,optimal,90,302.8232691
39,envl,2400,2800,3,150,3,8361105,249.9952272,59.52045107,optimal,90,526.5446202
39,weakenvl,2400,2800,3,150,3,8361105,214.8813085,24.37213659,optimal,90,301.1243516
40,M_Agg,2400,2800,3,150,4,8505891,37.64678574,37.58618903,optimal,-,-
40,TPM,2400,2800,3,150,4,8505891,467.795078,466.8896196,optimal,-,-
40,TPM_m,2400,2800,3,150,4,8505891,83.37583529,83.22594929,optimal,-,-
40,FAL,2400,2800,3,150,4,8515793,1866.597999,1865.99888,maxTimeLimit,-,-
40,SHP,2400,2800,3,150,4,8505890.999,1816.460543,1816.107293,maxTimeLimit,-,-
40,weakl,2400,2800,3,150,4,8505891.01,218.4644648,11.20467877,optimal,90,356.213974
40,envl,2400,2800,3,150,4,8505891,256.2196981,48.83845091,optimal,90,838.5343366
40,weakenvl,2400,2800,3,150,4,8505891,230.7258977,23.31206703,optimal,90,421.0943877
41,M_Agg,2400,2800,3,200,1,11132046,56.0806036,56.02276134,optimal,-,-
41,TPM,2400,2800,3,200,1,11132046,1820.519439,1819.131788,maxTimeLimit,-,-
41,TPM_m,2400,2800,3,200,1,11132046,96.95880151,96.77828765,optimal,-,-
41,FAL,2400,2800,3,200,1,11132046,1824.202144,1823.238531,maxTimeLimit,-,-
41,SHP,2400,2800,3,200,1,11133444,1815.086977,1814.457314,maxTimeLimit,-,-
41,weakl,2400,2800,3,200,1,11132046,349.5936032,47.10387778,optimal,89,394.8818214
41,envl,2400,2800,3,200,1,11132046,413.1302551,110.4701886,optimal,89,901.1717697
41,weakenvl,2400,2800,3,200,1,11132046,375.7683409,73.07723188,optimal,89,464.4366485
42,M_Agg,2400,2800,3,200,2,11266671,1427.94626,1427.880584,optimal,-,-
42,TPM,2400,2800,3,200,2,11266671,1828.826364,1827.410296,maxTimeLimit,-,-
42,TPM_m,2400,2800,3,200,2,11266671,231.991387,231.8169689,optimal,-,-
42,FAL,2400,2800,3,200,2,11266908,1811.247689,1810.133465,maxTimeLimit,-,-
42,SHP,2400,2800,3,200,2,11266671,1817.712027,1817.08831,maxTimeLimit,-,-
42,weakl,2400,2800,3,200,2,11266671,439.1304966,137.4149909,optimal,85,764.3789486
42,envl,2400,2800,3,200,2,11266671,1186.8333,884.9116449,optimal,85,1258.331751
42,weakenvl,2400,2800,3,200,2,11266671,383.1218594,81.19786596,optimal,85,827.5411219
43,M_Agg,2400,2800,3,200,3,11228877,1172.774537,1172.709437,optimal,-,-
43,TPM,2400,2800,3,200,3,11231845,1832.343204,1830.989871,maxTimeLimit,-,-
43,TPM_m,2400,2800,3,200,3,11228877,490.3252452,490.1446016,optimal,-,-
43,FAL,2400,2800,3,200,3,11248467,1833.8314,1832.837272,maxTimeLimit,-,-
43,SHP,2400,2800,3,200,3,11234130,1815.372159,1814.760988,maxTimeLimit,-,-
43,weakl,2400,2800,3,200,3,11228877,417.6673315,115.7961609,optimal,77,1106.253742
43,envl,2400,2800,3,200,3,11228877,1497.954093,1195.89595,optimal,77,1413.927329
43,weakenvl,2400,2800,3,200,3,11228877,694.7614529,392.690484,optimal,77,1183.836309
44,M_Agg,2400,2800,3,200,4,11266166,156.7515669,156.6896012,optimal,-,-
44,TPM,2400,2800,3,200,4,11269359,1834.74334,1833.365537,maxTimeLimit,-,-
44,TPM_m,2400,2800,3,200,4,11266166,178.589577,178.4041333,optimal,-,-
44,FAL,2400,2800,3,200,4,11276467,1833.13027,1832.122827,maxTimeLimit,-,-
44,SHP,2400,2800,3,200,4,11269359,1814.956339,1814.301311,maxTimeLimit,-,-
44,weakl,2400,2800,3,200,4,11266166,373.1358544,71.78679204,optimal,84,1459.412119
44,envl,2400,2800,3,200,4,11266166,506.7694303,205.2260659,optimal,84,1499.180383
44,weakenvl,2400,2800,3,200,4,11266166,404.0949406,102.5250769,optimal,84,1468.469751
45,M_Agg,2400,2800,3,300,1,16760637,1832.826421,1832.750233,maxTimeLimit,-,-
45,TPM,2400,2800,3,300,1,16760637,1879.759521,1876.526349,maxTimeLimit,-,-
45,TPM_m,2400,2800,3,300,1,16759272,1811.628964,1811.368811,maxTimeLimit,-,-
45,FAL,2400,2800,3,300,1,16760637,1816.448906,1814.199626,maxTimeLimit,-,-
45,SHP,2400,2800,3,300,1,16764074,1810.965881,1809.654495,maxTimeLimit,-,-
45,weakl,2400,2800,3,300,1,16767422,1827.582112,1524.928131,maxTimeLimit,62,1819.08058
45,envl,2400,2800,3,300,1,16760637,1841.770179,1538.798836,maxTimeLimit,62,1831.754449
45,weakenvl,2400,2800,3,300,1,16760637,1828.186235,1525.190925,maxTimeLimit,62,1822.432944
46,M_Agg,2400,2800,3,300,2,16713720,1810.028923,1809.954973,maxTimeLimit,-,-
46,TPM,2400,2800,3,300,2,16723190,1829.873232,1826.623303,maxTimeLimit,-,-
46,TPM_m,2400,2800,3,300,2,16713720,594.0437709,593.7735226,optimal,-,-
46,FAL,2400,2800,3,300,2,16741439,1853.263749,1851.017467,maxTimeLimit,-,-
46,SHP,2400,2800,3,300,2,16724393,1812.270888,1810.864765,maxTimeLimit,-,-
46,weakl,2400,2800,3,300,2,16713720,1806.62967,1500.244191,maxTimeLimit,63,1396.465509
46,envl,2400,2800,3,300,2,16713720,1809.215615,1502.525101,maxTimeLimit,63,1405.54441
46,weakenvl,2400,2800,3,300,2,16713720,1808.302608,1501.597307,maxTimeLimit,63,1399.627438
47,M_Agg,2400,2800,3,300,3,17040819,1829.381619,1829.299829,maxTimeLimit,-,-
47,TPM,2400,2800,3,300,3,17042876,1842.707274,1839.376415,maxTimeLimit,-,-
47,TPM_m,2400,2800,3,300,3,17029761,1810.021982,1809.736586,maxTimeLimit,-,-
47,FAL,2400,2800,3,300,3,17029761,1883.99068,1881.44913,maxTimeLimit,-,-
47,SHP,2400,2800,3,300,3,17093928,1812.035566,1810.460387,maxTimeLimit,-,-
47,weakl,2400,2800,3,300,3,17029444,1830.300841,1527.952381,maxTimeLimit,62,978.7897074
47,envl,2400,2800,3,300,3,17029444,1838.966308,1536.226659,maxTimeLimit,62,987.1516554
47,weakenvl,2400,2800,3,300,3,17029761,1833.295221,1530.548088,maxTimeLimit,62,981.7958794
48,M_Agg,2400,2800,3,300,4,16890642,1831.30669,1831.224457,maxTimeLimit,-,-
